         80437130 function calls (78149436 primitive calls) in 209.967 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\encodings\__init__.py:43(normalize_encoding)
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\series.py:1434(_set_value)
        2    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:5995(__or__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:847(after)
       67    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\views.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\table.py:897(Location)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\arrayprint.py:1708(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\common.py:605(check_parent_directory)
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:255(set_rotate_label)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\colors.py:372(ColorMapping)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\stock_chart.py:18(StockChart)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\enum.py:923(_get_mixins_)
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\series.py:1232(_get_value)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:2579(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\relation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:46(SemLock)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\base.py:1380(_arith_method)
       17    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:962(y1)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\fields.py:112(Number)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_writer.py:213(write_print)
       14    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:5463(stopOn)
        6    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\image.py:915(_check_unsampled_image)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\offsetbox.py:605(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\collections.py:1678(_get_default_linewidth)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\fields.py:165(Error)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\typing.py:1822(__init_subclass__)
        8    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\typing.py:1280(__setattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\inspect.py:1799(_shadowed_dict)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tempfile.py:467(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\borders.py:54(Border)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\picture.py:21(PictureLocking)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\scenario.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\typing_extensions.py:3143(_has_generic_or_protocol_as_origin)
     12/6    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2403(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:1172(set_proj_type)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1520(writeExtGSTates)
        1    0.000    0.000    0.015    0.015 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\alignment.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\et_xmlfile\xmlfile.py:23(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\_3d.py:15(View3D)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_writer.py:231(write_header)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\smart_tags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\reference.py:27(Reference)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\external_link\external.py:29(ExternalCell)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\properties.py:42(GroupLocking)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\enum.py:1420(<listcomp>)
       60    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\traceback.py:307(__len__)
        4    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\enum.py:753(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\arrayprint.py:1305(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\nanops.py:79(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexing.py:733(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_mathtext.py:2007(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\filters.py:57(SortState)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\views.py:1(<module>)
       18    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\tqdm\std.py:226(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\web.py:63(WebPublishing)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\table.py:612(PageField)
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexers\utils.py:123(check_setitem_lengths)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\text.py:61(Hyperlink)
        1    0.000    0.000    0.001    0.001 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:981(resolve)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\axis.py:254(TextAxis)
        8    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\container.py:38(append)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\fill.py:126(GradientStop)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\properties.py:1(<module>)
        1    0.000    0.000    0.012    0.012 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\tqdm\std.py:116(create_mp_lock)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\child.py:37(_WorkbookChild)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\title.py:25(Title)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\cache.py:526(RangePr)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\legend.py:44(Legend)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\pagebreak.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\pivot.py:37(PivotFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\axis.py:307(DateAxis)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\styleable.py:115(StyleableObject)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\descriptors.py:1(<module>)
       32    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_type_check_impl.py:84(real)
        5    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:2019(external_values)
        4    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:1819(set_zlabel)
        1    0.000    0.000    0.001    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\page.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_writer.py:85(write_cols)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\_writer.py:51(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\nanops.py:76(_f)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_cm.py:122(_g10)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\fields.py:247(Text)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\cell_style.py:33(StyleArray)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\page.py:146(__bool__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\packaging\manifest.py:108(to_tree)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\publish.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\text.py:433(ListStyle)
        1    0.000    0.000    0.002    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\xml\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\bar_chart.py:64(BarChart)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\external_reference.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:577(abspath)
       33    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\sequence.py:125(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\properties.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\_writer.py:136(write_views)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\effect.py:317(ReflectionEffect)
       44    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\formats\excel.py:728(<genexpr>)
       14    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\tqdm\std.py:708(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\formula\tokenizer.py:324(Token)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\marker.py:55(DataPoint)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\axis.py:51(Scaling)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\trendline.py:23(TrendlineLabel)
       46    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2733(default)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:10598(_align_series)
       24    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexing.py:2610(_convert_key)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\rcsetup.py:272(validate_backend)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1441(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\filters.py:381(FilterColumn)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\header_footer.py:268(<listcomp>)
        3    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_writer.py:364(close)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\fill.py:87(RelativeRect)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\properties.py:130(FileVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\table.py:425(ChartFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\table.py:641(RowColItem)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\packaging\core.py:27(to_tree)
        8    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\traceback.py:297(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_shape_base_impl.py:515(expand_dims)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\frame.py:8244(_maybe_align_series_as_frame)
        2    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\legend_handler.py:86(update_prop)
        8    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:198(set_axis_on)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\spreadsheet_drawing.py:81(_AnchorBase)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\line_chart.py:50(LineChart)
        1    0.000    0.000    0.010    0.010 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\protection.py:13(ChartsheetProtection)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\protection.py:136(FileSharing)
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:58(_new_init)
        4    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\colors.py:337(ColorChoice)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\packaging\manifest.py:71(Manifest)
       49    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:428(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\pyplot.py:694(ion)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\line_chart.py:89(LineChart3D)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\hyperlink.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\utils\units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\header_footer.py:214(HeaderFooter)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_writer.py:150(write_protection)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\typing.py:832(__init__)
       12    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\picture.py:12(PictureOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\fill.py:55(PatternFillProperties)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\threading.py:555(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\arrayprint.py:580(wrapper)
        4    0.000    0.000    0.000    0.000 <frozen os>:772(getenv)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\effect.py:241(OuterShadow)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\cell\cell.py:92(Cell)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\filters.py:324(DateGroupItem)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_writer.py:80(write_views)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\frame.py:8016(_combine_frame)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\construction.py:481(<listcomp>)
       13    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\hyperlink.py:9(Hyperlink)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\dimensions.py:70(RowDimension)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\named_styles.py:117(as_xf)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\fill.py:197(GradientFillProperties)
       11    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:3436(re_match)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\legend.py:812(get_legend_handler)
