         80187911 function calls (77911086 primitive calls) in 239.023 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\legend.py:22(LegendEntry)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\smart_tags.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:237(_releaseLock)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\nanops.py:342(_wrap_results)
        8    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:738(get_capstyle)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\named_styles.py:191(_NamedCellStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\views.py:17(Pane)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\web.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\typing.py:684(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\spreadsheet_drawing.py:236(SpreadsheetDrawing)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\cache.py:526(RangePr)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tempfile.py:505(close)
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:1155(get_path)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\properties.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\function_group.py:1(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\helpers.py:266(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_writer.py:162(write_filter)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\drawing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\web.py:63(WebPublishing)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\table.py:573(DataField)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\relation.py:1(<module>)
        5    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\enum.py:809(__setattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\cell\rich_text.py:60(CellRichText)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\fill.py:232(SolidColorFillProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\fill.py:55(PatternFillProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_writer.py:44(WorksheetWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\axis.py:142(DisplayUnitsLabel)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\_writer.py:28(get_active_sheet)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\protection.py:136(FileSharing)
        1    0.000    0.000    0.002    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\et_xmlfile\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\geometry.py:61(Transform2D)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\updown_bars.py:12(UpDownBars)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\weakref.py:289(update)
        1    0.000    0.000    0.100    0.100 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\mimetypes.py:235(read_windows_registry)
        8    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_tools.py:52(_register_tool_class)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1162(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\commondialog.py:20(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\xml\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\cell_style.py:33(StyleArray)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_writer.py:193(write_validations)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\comments\comment_sheet.py:142(CommentSheet)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\text.py:102(Font)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\data_source.py:66(NumData)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\protection.py:13(ChartsheetProtection)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\excel\_base.py:1331(check_extension)
        4    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:5100(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\scenario.py:38(Scenario)
        1    0.000    0.000    0.002    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_gtk3agg.py:1(<module>)
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_index_tricks_impl.py:790(_fill_diagonal_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:1444(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexing.py:2654(<listcomp>)
        1    0.000    0.000    0.003    0.003 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\formatting\__init__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\print_settings.py:109(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\effect.py:376(EffectList)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\reader\excel.py:115(ExcelReader)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\typing.py:320(_remove_dups_flatten)
       24    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\typing.py:882(__eq__)
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\errors\__init__.py:535(_check_cacher)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\series.py:6562(mean)
        6    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\tqdm\utils.py:282(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\dimensions.py:256(SheetFormatProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\properties.py:125(NonVisualDrawingProps)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\ImageMath.py:30(_Operand)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:491(FigureManagerTk)
        1    0.000    0.000    0.266    0.266 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\excel\_base.py:1347(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\cell\text.py:65(InlineFont)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\fill.py:398(BlipFillProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\graphic.py:32(GraphicFrameLocking)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\publish.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\enum.py:987(_find_new_)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_cm.py:125(_g13)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\legend_handler.py:94(adjust_drawing_area)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_read_only.py:19(ReadOnlyWorksheet)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\comments\author.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\print_settings.py:40(PrintSettings)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:1442(_indexed_same)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\base.py:28(Typed)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\print_settings.py:99(PrintTitles)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\table.py:448(ConditionalFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\table.py:212(MemberProperty)
        1    0.000    0.000    0.002    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\arraylike.py:192(__sub__)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:723(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\pagebreak.py:35(RowBreak)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\header_footer.py:132(HeaderFooterItem)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\drawing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\packaging\custom.py:191(CustomPropertyList)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\pivot.py:18(PivotSource)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\packaging\extended.py:134(to_tree)
        7    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\enum.py:78(_is_private)
        3    0.000    0.000    0.002    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\et_xmlfile\xmlfile.py:154(__exit__)
        1    0.000    0.000    0.001    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\formula\tokenizer.py:16(Tokenizer)
        1    0.000    0.000    0.001    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\comments\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\picture.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\cache.py:100(CalculatedMember)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\properties.py:130(FileVersion)
        1    0.000    0.000    0.002    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_gtk4agg.py:1(<module>)
       14    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\helpers.py:264(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\cell\text.py:27(PhoneticProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\surface_chart.py:24(BandFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\table.py:44(TableStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\pie_chart.py:89(DoughnutChart)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\picture.py:111(PictureFrame)
        3    0.000    0.000    0.000    0.000 <frozen os>:817(fsdecode)
       16    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\common.py:213(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\series.py:6604(std)
        5    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:6205(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\pie_chart.py:54(PieChart)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\formats\excel.py:168(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\inspect.py:1813(getattr_static)
        4    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:358(<genexpr>)
       10    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:6304(postParse)
        2    0.000    0.000    0.001    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\legend_handler.py:83(_default_update_prop)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1935(writeTrailer)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\filters.py:123(DynamicFilter)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\views.py:13(ChartsheetView)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\text.py:537(Paragraph)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:649(NavigationToolbar2Tk)
       18    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:160(__delitem__)
        1    0.000    0.000    0.325    0.325 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\named_styles.py:132(as_name)
        1    0.000    0.000    0.008    0.008 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\__init__.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       12    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\blocks.py:261(_standardize_fill_value)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\font.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\cache.py:190(OLAPSet)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\formatting\rule.py:39(FormatObject)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\spreadsheet_drawing.py:119(AbsoluteAnchor)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\axis.py:40(ChartLines)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\text.py:19(RichText)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\packaging\manifest.py:98(extensions)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\typing.py:2799(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\related.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\cell\read_only.py:10(ReadOnlyCell)
        7    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\enum.py:58(_is_sunder)
        2    0.000    0.000    0.001    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\legend_handler.py:77(_update_prop)
        6    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\utils\cell.py:232(quote_sheetname)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chartsheet\properties.py:12(ChartsheetProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\cell_style.py:159(CellStyleList)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\serialisable.py:24(Serialisable)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\web.py:15(WebPublishObject)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\line.py:29(LineEndProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\geometry.py:94(GroupTransform2D)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\pivot\record.py:61(RecordList)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\functools.py:966(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\inspect.py:1771(_static_getmro)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:2143(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:1156(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\filters.py:232(StringFilter)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\fill.py:373(TileInfoProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\chart\axis.py:168(DisplayUnitsLabelList)
        1    0.000    0.000    0.001    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\drawing\__init__.py:1(<module>)
